RowNames,ACCESS-ESM1-5,CESM2,CanESM5,GISS-E2-1-G,MIROC-ES2L,MPI-ESM1.2-LR,NorESM2-LM,MPI-ESM1.2-LR_ssp126,NorESM2-LM_ssp126,MPI-ESM1.2-LR_ssp585,NorESM2-LM_ssp585
mean_cum_C_AMOC_2100,7.182595943962429,11.786360718731801,3.8876007741581065,9.869396036560254,11.287198151251767,5.841468844183383,12.313199033294875,4.950012109545657,13.3612613994612,6.647028606583195,13.844932525935441
std_cum_C_AMOC_2100,2.777086071376595,4.552602035673867,3.9726119040891623,4.078425988929414,4.658447015677575,2.8241802510004153,4.813828491697741,1.8309196598988002,9.357608402725218,1.246531762069718,4.795812494404096
mean_dT_AT_2100,0.010694546566228936,0.017500429543185952,0.005898857217893477,0.014484579682269043,0.016734003457480627,0.00863105354370262,0.018443661037937167,0.008345017976401435,0.023311023901711324,0.00710452596720117,0.015334956602115788
std_dT_AT_2100,0.005923894069870715,0.01038444639253919,0.006811834254707374,0.00846662294133573,0.009900071728146517,0.005478858173305171,0.011159592244093247,0.0049387090663010865,0.0210387472659228,0.002802664691382513,0.00870964804884911
mean_add_damages,4.511898822234298e12,8.046672043720142e12,3.088863367061363e12,6.676095957899404e12,7.48326305690262e12,3.845309571288435e12,8.29954504100043e12,2.056243533346536e12,5.862004262711745e12,2.274661952130889e12,4.664372439906716e12
std_add_damages,2.7652967481601274e12,5.428585474504878e12,3.3419328042115063e12,4.3585106953817974e12,4.929666398504614e12,2.5971835069592603e12,5.701139993411785e12,1.4040199996163398e12,6.241712351837728e12,9.790779138855555e11,2.777361821495829e12
mean_welfare_loss,6.091615985324459e12,1.08388142567908e13,4.142557577956959e12,8.987599387666906e12,1.0089275466722916e13,5.18507545541541e12,1.1190072826459645e13,2.619745886928404e12,7.455240557975662e12,3.6508042859654736e12,7.578942641080597e12
std_welfare_loss,3.9651071548151533e12,7.890311453584791e12,4.739530222987886e12,6.302675937997915e12,7.122256314214029e12,3.701905404020362e12,8.301356508777947e12,1.8527035078107407e12,8.230514021036481e12,1.95413793863447e12,5.337258882362622e12
