name,intercept,estimate,stderror_int,stderror_est,confint_99_low,confint_99_high,intercept_wo_0
combined_model_0_ssp_30yrs,,0.022734428027956246,,0.00024423130806535136,0.02210159152837671,0.02336726452753578,-0.0005090581643101277
combined_model_0_pct_30yrs,,0.024357012641840595,,0.0003224522545758548,0.023523996182901474,0.025190029100779717,0.0036219660932381714
combined_model_ssp_30yrs,-0.4245436782914355,0.022661531622965834,0.006901469259789271,0.0005037936614914214,0.02135610972014181,0.02396695352578986,-0.0005090581643101277
combined_model_pct_30yrs,-0.4714229774004819,0.024811744173447826,0.008565966297408469,0.0006212553855975543,0.023206798696523263,0.026416689650372388,0.0036219660932381714
