name,intercept,estimate,stderror_int,stderror_est,confint_99_low,confint_99_high,intercept_wo_0
combined_model_0_ssp_3yrs,,0.02215524320821927,,0.0007630384556188282,0.020182022572081775,0.024128463844356764,-0.01376772416382882
combined_model_0_pct_3yrs,,0.023770114756800204,,0.0007074991768693294,0.021943440177590704,0.025596789336009704,-0.0007589549787415661
combined_model_ssp_3yrs,-0.39285696684725724,0.020259531776960053,0.019488750806186207,0.0013884949475407547,0.016668848739788023,0.023850214814132083,-0.01376772416382882
combined_model_pct_3yrs,-0.4540565184613112,0.023675871796171272,0.017908697901201944,0.0012706752871257652,0.020395137325653595,0.02695660626668895,-0.0007589549787415661
