name,intercept,estimate,stderror_int,stderror_est,confint_99_low,confint_99_high,intercept_wo_0
combined_model_0_ssp_50yrs,,0.02261260027291376,,0.00022261840551384318,0.02203373351422955,0.02319146703159797,-0.002179126152664579
combined_model_0_pct_50yrs,,0.022941555426835285,,0.00023035568999088527,0.02234606643994279,0.02353704441372778,0.0034799663763637745
combined_model_ssp_50yrs,-0.41940633146140166,0.022297725370232734,0.006394734738924718,0.00046768418162855486,0.02108156566986801,0.02351388507059746,-0.002179126152664579
combined_model_pct_50yrs,-0.44417627162713275,0.02338122362339735,0.006175332668643475,0.00044860050908262285,0.022221545446641743,0.024540901800152958,0.0034799663763637745
