Year,diff_amoc26.5N_1pctbgcLR,diff_amoc26.5N_g011pctbgcLR,diff_amoc26.5N_g031pctbgcLR,diff_amoc26.5N_g051pctbgcLR,diff_amoc26.5N_u011pctbgcLR,diff_amoc26.5N_u031pctbgcLR,diff_amoc26.5N_u051pctbgcLR,diff_dissic_1pctbgcLR,diff_dissic_g011pctbgcLR,diff_dissic_g031pctbgcLR,diff_dissic_g051pctbgcLR,diff_dissic_u011pctbgcLR,diff_dissic_u031pctbgcLR,diff_dissic_u051pctbgcLR,total_amoc26.5N_1pctbgcLR,total_amoc26.5N_g011pctbgcLR,total_amoc26.5N_g031pctbgcLR,total_amoc26.5N_g051pctbgcLR,total_amoc26.5N_u011pctbgcLR,total_amoc26.5N_u031pctbgcLR,total_amoc26.5N_u051pctbgcLR,total_dissic_1pctbgcLR,total_dissic_g011pctbgcLR,total_dissic_g031pctbgcLR,total_dissic_g051pctbgcLR,total_dissic_u011pctbgcLR,total_dissic_u031pctbgcLR,total_dissic_u051pctbgcLR,g01_flux,g03_flux,g05_flux,u01_flux,u03_flux,u05_flux,g01_flux_rm6yrs,g03_flux_rm6yrs,g05_flux_rm6yrs,u01_flux_rm6yrs,u03_flux_rm6yrs,u05_flux_rm6yrs,anom_amoc26.5N_g011pctbgcLR_rm6yrs,anom_amoc26.5N_g031pctbgcLR_rm6yrs,anom_amoc26.5N_g051pctbgcLR_rm6yrs,anom_amoc26.5N_u011pctbgcLR_rm6yrs,anom_amoc26.5N_u031pctbgcLR_rm6yrs,anom_amoc26.5N_u051pctbgcLR_rm6yrs,g01_flux_rm10yrs,g03_flux_rm10yrs,g05_flux_rm10yrs,u01_flux_rm10yrs,u03_flux_rm10yrs,u05_flux_rm10yrs,anom_amoc26.5N_g011pctbgcLR_rm10yrs,anom_amoc26.5N_g031pctbgcLR_rm10yrs,anom_amoc26.5N_g051pctbgcLR_rm10yrs,anom_amoc26.5N_u011pctbgcLR_rm10yrs,anom_amoc26.5N_u031pctbgcLR_rm10yrs,anom_amoc26.5N_u051pctbgcLR_rm10yrs,g01_flux_rm30yrs,g03_flux_rm30yrs,g05_flux_rm30yrs,u01_flux_rm30yrs,u03_flux_rm30yrs,u05_flux_rm30yrs,anom_amoc26.5N_g011pctbgcLR_rm30yrs,anom_amoc26.5N_g031pctbgcLR_rm30yrs,anom_amoc26.5N_g051pctbgcLR_rm30yrs,anom_amoc26.5N_u011pctbgcLR_rm30yrs,anom_amoc26.5N_u031pctbgcLR_rm30yrs,anom_amoc26.5N_u051pctbgcLR_rm30yrs
1860,0.2870979309082031,-0.9198436737060547,-1.203775405883789,-0.7534332275390625,0.31717491149902344,-0.8370952606201172,-2.8195972442626953,11.595399856567383,11.277335166931152,11.084470748901367,11.667421340942383,11.291723251342773,11.618728637695312,11.186758041381836,20.527606964111328,19.285451889038086,18.354717254638672,18.526350021362305,20.13058090209961,19.725683212280273,16.839693069458008,36853.859375,36853.546875,36853.25390625,36853.875,36853.4609375,36853.8125,36853.48828125,0.20122623443603516,0.2974872589111328,0.3227205276489258,0.4300670623779297,0.2431926727294922,0.31881141662597656,0.11752732594807942,0.07699108123779297,-0.01320791244506836,0.045110623041788735,0.05036497116088867,0.009273608525594076,-1.6662540435791016,-2.240022659301758,-2.6811370849609375,-0.9091625213623047,-2.3289976119995117,-4.40675163269043,0.03591551780700684,0.02900981903076172,-0.04004230499267578,0.014086055755615234,-0.03538393974304199,-0.08379311561584472,-1.5627548217773437,-2.689606475830078,-3.070565605163574,-0.8607278823852539,-2.5966394424438475,-3.919828510284424,,,,,,,,,,,,
1861,0.4480628967285156,-1.3797130584716797,-1.7471504211425781,-0.9733257293701172,0.389556884765625,-2.289186477661133,-5.067601203918457,13.534313201904297,13.412890434265137,13.186569213867188,13.244384765625,13.359713554382324,13.358642578125,13.358854293823242,20.68857192993164,18.82558250427246,17.811342239379883,18.30645751953125,20.20296287536621,18.273591995239258,14.591689109802246,36855.796875,36855.68359375,36855.35546875,36855.45703125,36855.5234375,36855.55078125,36855.6640625,0.1966419219970703,0.16318511962890625,-0.3619499206542969,0.12907695770263672,-0.19899940490722656,0.2331829071044922,0.1117862065633138,0.13274765014648438,-0.029056390126546223,0.060797691345214844,0.045598347981770836,0.012616793314615885,-1.2941341400146484,-2.0789922078450522,-2.581390062967936,-0.284786860148112,-2.644362131754557,-3.996532758076986,0.025870847702026366,0.0023909091949462892,-0.04937167167663574,-0.011953639984130859,-0.07208433151245117,-0.07058854103088379,-1.2618404388427735,-2.5163100242614744,-3.1668070793151855,-0.6620887756347656,-2.5940311431884764,-3.75807523727417,,,,,,,,,,,,
1862,-0.43844032287597656,-2.275829315185547,-1.8972969055175781,-2.7421226501464844,-0.49195289611816406,-4.856176376342773,-6.084610939025879,15.558842658996582,15.563880920410156,15.364888191223145,15.050390243530273,15.376521110534668,15.547928810119629,15.286117553710938,19.80206871032715,17.929466247558594,17.661195755004883,16.537660598754883,19.321453094482422,15.706602096557617,13.574679374694824,36857.8203125,36857.83203125,36857.53125,36857.26171875,36857.5390625,36857.73828125,36857.5859375,0.12646102905273438,0.15378952026367188,-0.21852397918701172,-0.007721900939941406,0.16475677490234375,-0.09726619720458984,0.07011143366495769,0.12403043111165364,-0.06252511342366536,-0.03444957733154297,-0.0020542144775390625,-0.053539276123046875,-0.875128428141276,-2.260618209838867,-2.518744468688965,-0.4246956507364909,-2.2915302912394204,-3.80038849512736,0.06565799713134765,0.04806938171386719,0.010056018829345703,0.028168249130249023,-0.01231527328491211,-0.003269529342651367,-0.947181510925293,-2.3958258628845215,-3.2518755912780763,-0.585795783996582,-2.3813138961791993,-3.9854822158813477,,,,,,,,,,,,
1863,-0.384918212890625,-0.5752296447753906,-2.3388519287109375,-3.693359375,0.7384376525878906,-4.867403030395508,-2.772045135498047,17.73735809326172,17.812870025634766,17.58121681213379,17.367687225341797,17.278470993041992,17.886964797973633,17.18639373779297,19.8555908203125,19.63006591796875,17.219640731811523,15.586423873901367,20.551843643188477,15.695375442504883,16.887245178222656,36860.0,36860.08203125,36859.75,36859.578125,36859.4453125,36860.078125,36859.48828125,0.07047367095947266,0.03781318664550781,0.13878154754638672,-0.2765655517578125,0.1605205535888672,-0.27823925018310547,-0.0014026959737141926,0.03139781951904297,-0.02358722686767578,-0.08727725346883138,-0.02253564198811849,-0.09524695078531902,-0.6180690129597982,-2.190796375274658,-2.8810172080993652,-0.2514994939168294,-2.3513625462849936,-3.436568101247152,0.033283424377441403,0.018787574768066407,-0.055346012115478516,0.013921546936035156,-0.01699657440185547,-0.039623451232910153,-0.8526401519775391,-2.181680774688721,-3.2339694023132326,-0.2525041580200195,-2.599209117889404,-3.917374324798584,,,,,,,,,,,,
1864,-1.01214599609375,-1.0244312286376953,-4.066896438598633,-3.2469406127929688,-2.466218948364258,-3.611011505126953,-4.2527265548706055,19.986007690429688,20.137434005737305,19.974077224731445,19.560970306396484,19.617050170898438,20.03973388671875,19.33425521850586,19.228363037109375,19.180864334106445,15.491596221923828,16.0328426361084,17.347187042236328,16.951766967773438,15.406563758850098,36862.25,36862.40625,36862.140625,36861.7734375,36861.78125,36862.23046875,36861.640625,0.07591438293457031,0.1442108154296875,-0.05536651611328125,0.08992958068847656,-0.09588050842285156,-0.10078811645507812,0.0036482810974121094,0.009426752726236979,0.053098201751708984,-0.044257799784342446,-0.044137001037597656,-0.0610960324605306,-0.22448221842447916,-2.1098326047261557,-3.282723585764567,-0.14726638793945312,-2.3224366505940757,-3.2736169497172036,0.021627330780029298,-0.027527999877929688,-0.09721298217773437,-0.024780654907226564,-0.05564441680908203,-0.11221656799316407,-0.6145198822021485,-2.1669397354125977,-3.372940921783447,0.039313888549804686,-2.681750011444092,-3.790216827392578,,,,,,,,,,,,
1865,-2.579923629760742,-2.244508743286133,-3.6518659591674805,-5.79409122467041,-1.5106697082519531,-4.0631103515625,-3.5036964416503906,22.323591232299805,22.42619514465332,22.55684471130371,22.020462036132812,21.813217163085938,22.3345947265625,21.593713760375977,17.660585403442383,17.960786819458008,15.90662670135498,13.485692024230957,18.302736282348633,16.49966812133789,16.155593872070312,36864.5859375,36864.6953125,36864.7265625,36864.23046875,36863.9765625,36864.5234375,36863.89453125,-0.04882240295410156,0.24518394470214844,0.12190818786621094,-0.1414165496826172,-0.04272270202636719,-0.078125,-0.04366143544514974,-0.07739988962809245,-0.07241471608479817,-0.022606849670410156,-0.0899060567220052,-0.09545389811197917,-0.164520263671875,-1.9964674313863118,-3.5200867652893066,-0.020011266072591145,-2.381022294362386,-3.027148723602295,0.030457019805908203,-0.02819404602050781,-0.056822586059570315,-0.0034056663513183593,-0.01586456298828125,-0.11756839752197265,-0.4102731704711914,-2.1182119369506838,-3.5372915267944336,0.22530860900878907,-2.7856321334838867,-3.6309980392456054,,,,,,,-1.307089138031006,-3.232715066274007,-3.88443915049235,-0.9417521794637044,-3.8093498865763347,-5.002142206827799
1866,-1.9454517364501953,-1.4117069244384766,-3.6548824310302734,-5.777078628540039,-1.3785591125488281,-4.509145736694336,-6.4834089279174805,24.957712173461914,24.82787322998047,24.798355102539062,24.526260375976562,24.259449005126953,24.646827697753906,24.210771560668945,18.29505729675293,18.793588638305664,15.903610229492188,13.502704620361328,18.434846878051758,16.053632736206055,13.175881385803223,36867.22265625,36867.09765625,36866.96875,36866.73828125,36866.421875,36866.8359375,36866.515625,-0.23244285583496094,-0.3926105499267578,-0.12832260131835938,-0.18788909912109375,-0.3218879699707031,-0.017063140869140625,-0.04220294952392578,-0.12904644012451172,-0.07917849222819011,-0.030420939127604168,-0.09780693054199219,-0.14650917053222656,-0.15698782602945963,-1.9737424850463867,-3.63541046778361,0.17668946584065756,-2.557485739390055,-3.153606096903483,0.08410539627075195,-0.017757415771484375,-0.01782388687133789,0.054039955139160156,0.013869094848632812,-0.09434995651245118,-0.3899425506591797,-2.3619794845581055,-4.026559352874756,0.11464309692382812,-3.112843704223633,-3.845669078826904,0.013921103874842326,-0.0467445969581604,-0.07636479338010152,0.011398321390151978,-0.03827048142751058,-0.08984729250272115,-1.3346588452657064,-3.292574405670166,-3.9704819361368817,-1.0020879745483398,-3.90645112991333,-5.186049938201904
1867,-1.4577960968017578,-2.935413360595703,-2.236461639404297,-5.185657501220703,-0.7477779388427734,-6.227046012878418,-5.625157356262207,27.32327651977539,27.350204467773438,27.185882568359375,27.133413314819336,26.875408172607422,27.04754066467285,26.683975219726562,18.782712936401367,17.269882202148438,17.322031021118164,14.094125747680664,19.065628051757812,14.335732460021973,14.034132957458496,36869.58984375,36869.62109375,36869.35546875,36869.34375,36869.04296875,36869.2421875,36868.984375,0.1567668914794922,0.021963119506835938,0.24158859252929688,0.2503948211669922,0.03514862060546875,0.10763931274414062,0.013423919677734375,-0.14382298787434897,-0.09250418345133464,0.050286293029785156,-0.05755329132080078,-0.10354423522949219,-0.01568603515625,-1.6318833033243816,-3.7102842330932617,0.7340389887491862,-2.484843889872233,-2.865927219390869,0.07751426696777344,-0.043599510192871095,-0.05496406555175781,0.06069736480712891,-0.009092903137207032,-0.0884124755859375,-0.47771396636962893,-2.856508255004883,-4.417020702362061,-0.15177841186523439,-3.3557252883911133,-4.148926258087158,0.014757895469665527,-0.04158182938893636,-0.06869658231735229,0.0063215851783752445,-0.05010174910227458,-0.09620561599731445,-1.44319429397583,-3.396353753407796,-4.127587000528972,-1.0698280334472656,-4.035048071543375,-5.456908003489176
1868,-1.9293193817138672,-2.0744361877441406,-3.746903419494629,-5.9297027587890625,0.3742408752441406,-7.470584869384766,-5.075190544128418,30.238636016845703,30.05217933654785,29.61809539794922,29.434476852416992,29.644107818603516,29.848806381225586,29.114948272705078,18.311189651489258,18.130859375,15.811589241027832,13.350080490112305,20.187646865844727,13.092193603515625,14.584099769592285,36872.5078125,36872.32421875,36871.7890625,36871.64453125,36871.8125,36872.0390625,36871.4140625,-0.21338462829589844,-0.48314666748046875,-0.6142959594726562,-0.14665985107421875,-0.11409378051757812,-0.4843864440917969,0.1626551946004232,-0.035361925760904946,-0.04253991444905599,0.1760568618774414,0.07311026255289714,-0.07821400960286458,-0.34233347574869794,-2.225374380747477,-4.22693411509196,0.361636479695638,-3.2392069498697915,-3.989027500152588,0.07257137298583985,-0.07329845428466797,-0.07857093811035157,0.03846244812011719,-0.011180496215820313,-0.10638656616210937,-0.6107919692993165,-3.1131293296813967,-4.522540283203125,-0.5122274398803711,-3.642179775238037,-4.580649948120117,0.015729157129923503,-0.03796930313110351,-0.08411953449249268,0.018933431307474772,-0.041627661387125654,-0.09133018652598063,-1.5657439231872559,-3.5321889241536457,-4.375295829772949,-1.1484980901082358,-4.227333641052246,-5.7194260915120445
1869,-3.4762325286865234,-2.640707015991211,-4.479827880859375,-6.160269737243652,-1.5862083435058594,-5.639246940612793,-4.990739822387695,33.105682373046875,33.00389099121094,32.31947326660156,32.20557403564453,32.55419921875,32.572566986083984,31.574874877929688,16.7642765045166,17.56458854675293,15.078664779663086,13.119513511657715,18.227197647094727,14.923531532287598,14.668550491333008,36875.37109375,36875.2734375,36874.48828125,36874.4140625,36874.71875,36874.765625,36873.875,0.08466529846191406,-0.16566848754882812,-0.09594917297363281,0.0430450439453125,-0.14328575134277344,-0.4071197509765625,0.13728777567545572,-0.0757904052734375,-0.12157471974690755,0.09932581583658855,0.05573558807373047,-0.1326313018798828,-0.8838081359863281,-3.007826646169027,-4.623045603434245,-0.18580023447672525,-3.9530165990193686,-4.679158369700114,0.039437484741210935,-0.10609245300292969,-0.08580226898193359,0.07137088775634766,-0.007771110534667969,-0.08145179748535156,-0.80281982421875,-3.234777069091797,-4.623561382293701,-0.5246421813964843,-4.044054222106934,-5.02078275680542,0.010673721631368002,-0.04473412036895752,-0.09303023815155029,0.01585389773050944,-0.06090534528096517,-0.11468629837036133,-1.6268214225769042,-3.640769290924072,-4.581115372975668,-1.0740564982096354,-4.39171781539917,-5.989468797047933
1870,-0.3435497283935547,-1.9680194854736328,-4.976438522338867,-6.65761661529541,-1.5087108612060547,-6.352914810180664,-8.005924224853516,35.82921600341797,36.01236343383789,35.19953155517578,34.97106170654297,35.62055969238281,35.49489974975586,34.47807312011719,19.89695930480957,18.237276077270508,14.582054138183594,12.622166633605957,18.30469512939453,14.209863662719727,11.653366088867188,36878.09375,36878.28515625,36877.3671875,36877.1796875,36877.7890625,36877.68359375,36876.78125,0.2849388122558594,0.156524658203125,0.04195404052734375,0.34282684326171875,0.19879913330078125,0.17966461181640625,0.17726612091064453,-0.02072906494140625,-0.0677646001180013,0.10169919331868489,0.05529181162516276,-0.09865506490071614,-0.891053835550944,-3.6314064661661782,-4.729008197784424,-0.7176589965820312,-4.382646560668945,-5.101992130279541,0.03562717437744141,-0.11427440643310546,-0.1279581069946289,0.10309886932373047,0.007036781311035157,-0.11739463806152343,-1.193942928314209,-3.629621696472168,-4.805014610290527,-0.786463737487793,-4.604861545562744,-5.713638114929199,0.015150880813598633,-0.061068280537923174,-0.10726305643717447,0.0037512779235839844,-0.07455232938130697,-0.13083949089050292,-1.743555990854899,-3.735999011993408,-4.74684772491455,-1.0927831013997396,-4.56302703221639,-6.311081266403198
1871,1.0342559814453125,-1.68084716796875,-5.3698883056640625,-5.174039840698242,-1.6834716796875,-5.812295913696289,-7.644486427307129,38.368690490722656,39.21478271484375,37.997161865234375,37.68199920654297,38.726768493652344,38.49646759033203,37.1524658203125,21.274765014648438,18.52444839477539,14.188604354858398,14.105743408203125,18.129934310913086,14.750482559204102,12.014803886413574,36880.6328125,36881.484375,36880.1640625,36879.890625,36880.89453125,36880.6875,36879.453125,0.6629447937011719,0.25815582275390625,0.1714630126953125,0.5667343139648438,0.4620933532714844,0.134918212890625,0.09979502360026042,-0.0069103240966796875,-0.04350725809733073,0.12580299377441406,0.07773462931315105,-0.0022646586100260415,-1.188961664835612,-4.040347099304199,-4.603111902872722,-1.364622433980306,-4.562037309010823,-5.85133171081543,0.02475738525390625,-0.13838882446289064,-0.1806661605834961,0.03004035949707031,-0.024919700622558594,-0.15808029174804689,-1.3647578239440918,-3.8607090950012206,-4.781833553314209,-1.0733230590820313,-5.18501501083374,-6.0254395484924315,0.01769146919250488,-0.06495079994201661,-0.11134114265441894,-0.0016561190287272135,-0.07680972417195638,-0.13010884920756022,-1.8214997927347818,-3.8783578872680664,-4.95562515258789,-1.1038012186686197,-4.764977773030599,-6.536394135157267
