ssp245_co2_conc
401.1145154823305
403.2757027415351
405.4549601095081
407.6523866792711
409.86815372931346
412.1024854045756
414.3556079328839
416.633434776434
418.94127556479316
421.27836337149694
423.6442910887746
426.03884579611247
428.4619388414337
430.91356142917533
433.3937567792078
435.90260265234787
438.44021416600276
440.99370529724195
443.5513729244873
446.11529571347035
448.6868854953866
451.2671545926572
453.85685235273536
456.45655287936927
459.06671146434536
461.6877011651105
464.3198512551065
466.94958587643237
469.5644170807469
472.16645885031903
474.7572198001882
477.3378304202341
479.90915997413856
482.47189494123796
485.0265917239568
487.5737124805975
490.11360178504566
492.6142107232656
495.0457507774331
497.4123967032506
499.7172673391192
501.9627177208055
504.15055064939065
506.2821685254877
508.35868081360417
510.380980551893
512.3497877651605
514.2506065546451
516.0698240703621
517.8095780339856
519.4715397542739
521.057032793327
522.5671195643847
524.002666012269
525.3643896068118
526.6528942527192
527.8686863707171
528.9970525706871
530.0241254162788
530.9518428401072
531.7817685598194
532.5151807827702
533.1531386902576
533.6965326638485
534.1461237347792
534.502574733581
534.766443401719
535.0076159009378
535.2920374274477
535.6131341606895
535.9657225698115
536.3456467863457
536.7495553809088
537.1747295919592
537.6189501352217
538.0803943087435
538.557555399882
539.0491789670699
539.5542129022099
540.0717678173156
540.6010853145966
541.1415128431009
541.69248390196
542.2535023652933
542.8241295360565
543.4039737764413
